Data;Regressor;Best_parameters;MSE;MAE;MAPE
avg_protvec+aromaticity+turn;KNN;"{'metric': 'euclidean', 'n_neighbors': 4, 'weights': 'distance'}";6.326218211561125;1.7858725882259014;15.089218732857212
avg_protvec+aromaticity+sheet;KNN;"{'metric': 'euclidean', 'n_neighbors': 1, 'weights': 'uniform'}";8.3345320901537;1.7980626670065618;14.984424989262745
avg_protvec+aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.1937911953131595;1.6786932175793985;14.152860262334496
avg_protvec+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.636375999419451;1.8491362742750272;15.726729515840093
avg_protvec+helix+turn;KNN;"{'metric': 'euclidean', 'n_neighbors': 3, 'weights': 'distance'}";6.24905072106065;1.757823448908325;14.812027189929644
avg_protvec+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.394130129699936;1.6981268211988958;14.2141452629791
avg_protvec+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";7.011348155068738;1.748591263001237;14.572241755841366
avg_protvec+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.533896180962358;1.7998165607721792;15.299929719597458
avg_protvec+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.250833785789547;1.6987807992479294;14.372089996311438
avg_protvec+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";6.2542697936591125;1.753136539758271;14.790089787846394
avg_protvec+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";6.791335917893568;1.8927396985652871;16.059070086470943
avg_protvec+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 2, 'weights': 'distance'}";6.9887621085447735;1.7321285913159052;14.435354404281183
avg_protvec+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";6.6093508580276925;1.8615492705840215;15.784107542743225
avg_protvec+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.9013263448666065;1.7295674635652987;14.534867106727042
shannon_entropy+residue_repeats+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.261903025017078;1.6156793721149523;13.696014814738442
shannon_entropy+residue_repeats+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.460340788525862;1.645080657637017;13.809338534493135
shannon_entropy+residue_repeats+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.95442081837148;1.6539188323545853;13.77677451536988
shannon_entropy+residue_repeats+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.3320289475196105;1.62174739863597;13.771662761153703
shannon_entropy+residue_repeats+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.667540232016876;1.6563004711928935;13.796091843508327
shannon_entropy+residue_repeats+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.4330172196097894;1.6695468263123463;13.89832551903093
shannon_entropy+aromaticity+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.4403632993051225;1.6210512946006763;13.626882736654048
shannon_entropy+aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.384608272461441;1.6245422687561033;13.712792272978389
shannon_entropy+aromaticity+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.718369927538231;1.6369968257218384;13.767211061328293
shannon_entropy+aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.360270313975172;1.6702377084579834;14.145148243483705
shannon_entropy+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.450929872930866;1.7760249554647771;14.831600906896231
shannon_entropy+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.480115357661891;1.6055165099296371;13.477445096794098
shannon_entropy+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.230102517739368;1.6245167904859998;13.766804628988899
shannon_entropy+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.464269534265733;1.667766785270034;14.139508089058392
shannon_entropy+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}";6.467001306854489;1.7935948835474294;14.969679759534591
shannon_entropy+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.6015426176713525;1.5593437778201247;12.866076835442739
shannon_entropy+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.811065700212633;1.692192821884629;14.116518166902232
shannon_entropy+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";6.437193952807667;1.7732354336568756;14.764466400924853
shannon_entropy+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.225295959756954;1.6594046293828872;14.084993854766203
shannon_entropy+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";6.591084325292968;1.8128520465659912;15.178540220015858
shannon_entropy+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";6.058922000905309;1.789295057074264;15.134336916001946
residue_repeats+aromaticity+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.396401059931073;1.642138651968812;13.776876927819426
residue_repeats+aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";5.583763971817367;1.6506855635330822;13.785483170532572
residue_repeats+aromaticity+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.621234599695931;1.6056895818298105;13.231841775557973
residue_repeats+aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.315326607402158;1.6792400247107488;14.102297416686897
residue_repeats+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";5.471469115839082;1.696688336566317;14.011062952455342
residue_repeats+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.802551530522133;1.6414230345151084;13.531129762635308
residue_repeats+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.714879023444307;1.6708357524082391;14.062896272335843
residue_repeats+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.413928087598403;1.6994400540467811;14.308707727098701
residue_repeats+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";5.505991516280057;1.7093640358044602;14.110245199284932
residue_repeats+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.61518968678196;1.6723945483995974;14.037712416159257
residue_repeats+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";5.359128973347648;1.6934295202883327;14.146840875700297
residue_repeats+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.580171724156742;1.6520226223713184;13.519571325087625
residue_repeats+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";5.452752497322686;1.7191221435068444;14.356929115089168
residue_repeats+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}";5.332817930087006;1.6798853315649651;13.83398052317337
residue_repeats+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.566935264057227;1.6962278400370463;13.98314263064334
aromaticity+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 16, 'weights': 'distance'}";8.88433544887492;2.122897368385435;17.505833393138666
aromaticity+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 18, 'weights': 'distance'}";8.336125450680356;2.092918165031775;17.471751625851475
aromaticity+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 14, 'weights': 'distance'}";10.18253477961038;2.411012774803619;20.09321662369297
aromaticity+helix+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 8, 'weights': 'distance'}";8.439385919428075;2.1546336232390866;17.98360931532704
aromaticity+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 14, 'weights': 'distance'}";6.999499020586463;1.8818364647466124;15.632460486905108
aromaticity+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";9.090987159509275;2.245547810565686;18.709126934377434
aromaticity+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";8.233724720057154;2.083267050516765;17.542957789460864
aromaticity+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 14, 'weights': 'distance'}";8.612314201824343;2.2490179596546507;18.61313696161492
aromaticity+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";7.172467453390571;2.0069665043431746;16.854488692666074
aromaticity+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'distance'}";7.444456105421364;2.0872185596509656;17.586484459412823
helix+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 12, 'weights': 'distance'}";8.33968662515088;2.0511580098337885;16.69066427400841
helix+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";10.50323011227182;2.4354058046747267;20.34710011756822
helix+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 22, 'weights': 'distance'}";8.521066544891019;2.1883578494354117;18.230376330135286
helix+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 15, 'weights': 'distance'}";9.04338617172679;2.3072146127882354;19.234380668081606
helix+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";8.203658582727089;2.1620276094826814;17.99816420262407
helix+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";7.531859744642681;2.075963055260808;17.439149825061733
turn+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";9.060627182350252;2.321140177051942;19.258972618365735
turn+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 22, 'weights': 'distance'}";8.106207686895726;2.14487050336066;17.953969937515325
turn+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 22, 'weights': 'distance'}";7.675347347739077;2.1453824036306806;17.930741919048735
sheet+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'euclidean', 'n_neighbors': 6, 'weights': 'distance'}";7.821593482077838;2.1183906771671595;17.647919447948574
aa_freq+dipep_freq+avg_protvec+shannon_entropy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.720010799960451;1.6819797563596781;14.29580304377193
aa_freq+dipep_freq+avg_protvec+residue_repeats;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.753646593862539;1.5738892275716618;13.08447056960743
aa_freq+dipep_freq+avg_protvec+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.327827612867996;1.659079094134334;14.018682912022463
aa_freq+dipep_freq+avg_protvec+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.081867242775225;1.605621403729939;13.497443828074546
aa_freq+dipep_freq+avg_protvec+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.744913784687153;1.6402108659017636;13.726450380597836
aa_freq+dipep_freq+avg_protvec+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.386074709830791;1.6336009061754815;13.765053400394075
aa_freq+dipep_freq+avg_protvec+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.277853222593288;1.5884276133036146;13.154079091657694
aa_freq+dipep_freq+avg_protvec+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 5, 'weights': 'distance'}";5.942869278560334;1.703610025036718;14.272690301921795
aa_freq+dipep_freq+shannon_entropy+residue_repeats;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.033020435480536;1.5988527712808218;13.54492430625398
aa_freq+dipep_freq+shannon_entropy+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.395906825978716;1.5309194513071587;12.717743201634283
aa_freq+dipep_freq+shannon_entropy+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.3465219581214365;1.6164001683524247;13.69063829156813
aa_freq+dipep_freq+shannon_entropy+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.627838218914923;1.5711622869534523;13.085647945911068
aa_freq+dipep_freq+shannon_entropy+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.248934194041749;1.571825339906299;13.25248464894386
aa_freq+dipep_freq+shannon_entropy+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";4.683126377637403;1.5549387392225187;13.150688393397916
aa_freq+dipep_freq+shannon_entropy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.89293786486007;1.6206765016911646;13.374352887110078
aa_freq+dipep_freq+residue_repeats+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.0823660695216315;1.5970606800408138;13.506720786132778
aa_freq+dipep_freq+residue_repeats+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";5.160309571827856;1.621694309061684;13.671968912466118
aa_freq+dipep_freq+residue_repeats+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 9, 'weights': 'distance'}";5.080431107050531;1.6037642082962527;13.571004399547487
aa_freq+dipep_freq+residue_repeats+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'distance'}";5.316559999914428;1.6500878940768913;13.895561043355181
aa_freq+dipep_freq+residue_repeats+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 11, 'weights': 'distance'}";4.94155967753107;1.6202685445365959;13.657350876744667
aa_freq+dipep_freq+residue_repeats+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.001691778093907;1.5843385608180578;13.166747785254207
aa_freq+dipep_freq+aromaticity+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.2102687744087435;1.551314265698782;12.999629546619015
aa_freq+dipep_freq+aromaticity+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.795124742634177;1.5900297333645839;13.15454922300866
aa_freq+dipep_freq+aromaticity+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.709523456745256;1.529112757151517;12.58429720458343
aa_freq+dipep_freq+aromaticity+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.082352467603925;1.5566102284597978;13.153962044005397
aa_freq+dipep_freq+aromaticity+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";6.053019740009546;1.76643703996786;14.895860327587116
aa_freq+dipep_freq+helix+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";5.362272387253298;1.5011558765168962;12.334071070693815
aa_freq+dipep_freq+helix+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";4.883683275199847;1.54597057605229;12.98628213525029
aa_freq+dipep_freq+helix+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.346570613877956;1.5872695241282087;13.45316965337464
aa_freq+dipep_freq+helix+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.864375267122994;1.6861250665072376;14.080896388771968
aa_freq+dipep_freq+turn+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.442572819638995;1.5584757651806977;13.116568249185862
aa_freq+dipep_freq+turn+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.1940637971679555;1.5927150503532927;13.511497316624752
aa_freq+dipep_freq+turn+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";6.081893704183088;1.6612757820077717;13.790308965404622
aa_freq+dipep_freq+sheet+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.129089067224803;1.6075610394505269;13.675899202888061
aa_freq+dipep_freq+sheet+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.893283704818876;1.7486698870815256;14.795930467492195
aa_freq+dipep_freq+gravy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.869100871417554;1.754376058771465;14.845151831705493
aa_freq+avg_protvec+shannon_entropy+residue_repeats;KNN;"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}";5.883060512103306;1.5868279646854442;13.250744897519162
aa_freq+avg_protvec+shannon_entropy+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";6.215388214787624;1.7106455350258525;14.572089662266913
aa_freq+avg_protvec+shannon_entropy+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";6.108150022871352;1.691886605382225;14.447044086547978
aa_freq+avg_protvec+shannon_entropy+turn;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";6.253034842154364;1.7178081565396772;14.701248811655281
aa_freq+avg_protvec+shannon_entropy+sheet;KNN;"{'metric': 'manhattan', 'n_neighbors': 6, 'weights': 'distance'}";6.244369270346652;1.712641853276621;14.598012360929788
aa_freq+avg_protvec+shannon_entropy+gravy;KNN;"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'distance'}";6.0852291574486586;1.6611198145277215;13.923321250519688
aa_freq+avg_protvec+shannon_entropy+net_charge_at_pH7point4;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.877505786595068;1.6753463686785692;14.108828972257268
aa_freq+avg_protvec+residue_repeats+aromaticity;KNN;"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}";5.175257640033705;1.5988202769493627;13.540250987696902
aa_freq+avg_protvec+residue_repeats+helix;KNN;"{'metric': 'manhattan', 'n_neighbors': 7, 'weights': 'distance'}";5.223896093415187;1.5730578142335785;13.30264436404084
